score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed
1,Taiii dapet kerja kaga gua,taiii dapet kerja kaga gua,taiii dapet kerja kaga gua,"['taiii', 'dapet', 'kerja', 'kaga', 'gua']",taiii dapet kerja kaga gua
1,"Hati-hati yang melamar pekerjaan lewat online apalagi dijobstreet aku bulan Juni kemarin kena tipu,, kok bisa lolos ya lowongan bodong masuk ke aplikasi jobstreet? Dan aplikasi jobstreet penyebar nomor handphone, masa banyak banget yang WA gw dengan alasan menawarkan pekerjaan yang katanya 2 s.d 3 jam saja waktu kerjanya dan bisa dikerjakan kapan saja dengan di iming imingi gaji yg besar! Gimana si jobstreet padahal dlu waktu belum dft dijobstreet nga ada tu yg WA terus menawarkan pekerjaan?",hatihati yang melamar pekerjaan lewat online apalagi dijobstreet aku bulan juni kemarin kena tipu kok bisa lolos ya lowongan bodong masuk ke aplikasi jobstreet dan aplikasi jobstreet penyebar nomor handphone masa banyak banget yang wa gw dengan alasan menawarkan pekerjaan yang katanya 2 sd 3 jam saja waktu kerjanya dan bisa dikerjakan kapan saja dengan di iming imingi gaji yg besar gimana si jobstreet padahal dlu waktu belum dft dijobstreet nga ada tu yg wa terus menawarkan pekerjaan,hatihati melamar pekerjaan online dijobstreet juni kemarin kena tipu lolos ya lowongan bodong masuk aplikasi jobstreet aplikasi jobstreet penyebar nomor handphone banget wa gw alasan menawarkan pekerjaan 2 sd 3 jam kerjanya iming imingi gaji yg gimana si jobstreet dlu dft dijobstreet nga tu yg wa menawarkan pekerjaan,"['hatihati', 'melamar', 'pekerjaan', 'online', 'dijobstreet', 'juni', 'kemarin', 'kena', 'tipu', 'lolos', 'ya', 'lowongan', 'bodong', 'masuk', 'aplikasi', 'jobstreet', 'aplikasi', 'jobstreet', 'penyebar', 'nomor', 'handphone', 'banget', 'wa', 'gw', 'alasan', 'menawarkan', 'pekerjaan', '2', 'sd', '3', 'jam', 'kerjanya', 'iming', 'imingi', 'gaji', 'yg', 'gimana', 'si', 'jobstreet', 'dlu', 'dft', 'dijobstreet', 'nga', 'tu', 'yg', 'wa', 'menawarkan', 'pekerjaan']",hatihati lamar kerja online dijobstreet juni kemarin kena tipu lolos ya lowong bodong masuk aplikasi jobstreet aplikasi jobstreet sebar nomor handphone banget wa gw alas tawar kerja 2 sd 3 jam kerja iming imingi gaji yg gimana si jobstreet dlu dft dijobstreet nga tu yg wa tawar kerja
5,Good job,good job,good job,"['good', 'job']",good job
1,"Masalah login kga bisa masuk"" Keberanda gimana sihh",masalah login kga bisa masuk keberanda gimana sihh,login kga masuk keberanda gimana sihh,"['login', 'kga', 'masuk', 'keberanda', 'gimana', 'sihh']",login kga masuk beranda gimana sihh
5,Sudah beberapa hari aplikasinya tidak bisa masuk,sudah beberapa hari aplikasinya tidak bisa masuk,aplikasinya masuk,"['aplikasinya', 'masuk']",aplikasi masuk
5,"Informasi nya bagis tp blm rejeki di terima perusahaan, semoga aja dlm waktu dekat di terima kerja",informasi nya bagis tp blm rejeki di terima perusahaan semoga aja dlm waktu dekat di terima kerja,informasi nya bagis tp blm rejeki terima perusahaan semoga aja dlm terima kerja,"['informasi', 'nya', 'bagis', 'tp', 'blm', 'rejeki', 'terima', 'perusahaan', 'semoga', 'aja', 'dlm', 'terima', 'kerja']",informasi nya bagis tp blm rejeki terima usaha moga aja dlm terima kerja
4,"Pernah bekerja d PT.print pack Cakung ,pernah bekerja d PT .Nissan mobil indonesia selama 12 thsebagai op assembling/ perakitan kendaraan.d PT Nissan jpan 1 tahun sebagai operatorperakitan kendaraan.d PT .Marc tri manungal 2 Thun sebagi mekanik mobil diesel",pernah bekerja d ptprint pack cakung pernah bekerja d pt nissan mobil indonesia selama 12 thsebagai op assembling perakitan kendaraand pt nissan jpan 1 tahun sebagai operatorperakitan kendaraand pt marc tri manungal 2 thun sebagi mekanik mobil diesel,d ptprint pack cakung d pt nissan mobil indonesia 12 thsebagai op assembling perakitan kendaraand pt nissan jpan 1 operatorperakitan kendaraand pt marc tri manungal 2 thun sebagi mekanik mobil diesel,"['d', 'ptprint', 'pack', 'cakung', 'd', 'pt', 'nissan', 'mobil', 'indonesia', '12', 'thsebagai', 'op', 'assembling', 'perakitan', 'kendaraand', 'pt', 'nissan', 'jpan', '1', 'operatorperakitan', 'kendaraand', 'pt', 'marc', 'tri', 'manungal', '2', 'thun', 'sebagi', 'mekanik', 'mobil', 'diesel']",d ptprint pack cakung d pt nissan mobil indonesia 12 thsebagai op assembling rakit kendaraand pt nissan jpan 1 operatorperakitan kendaraand pt marc tri manungal 2 thun bagi mekanik mobil diesel
1,passwordnya sudah benar kenapa tidak bisa masuk tolong diperbaiki,passwordnya sudah benar kenapa tidak bisa masuk tolong diperbaiki,passwordnya masuk tolong diperbaiki,"['passwordnya', 'masuk', 'tolong', 'diperbaiki']",passwordnya masuk tolong baik
5,kebetulan saya mau cari kerja di jobstreet karena saya mau cari pengalaman kerja di perusahaan,kebetulan saya mau cari kerja di jobstreet karena saya mau cari pengalaman kerja di perusahaan,cari kerja jobstreet cari pengalaman kerja perusahaan,"['cari', 'kerja', 'jobstreet', 'cari', 'pengalaman', 'kerja', 'perusahaan']",cari kerja jobstreet cari alam kerja usaha
5,Oke,oke,oke,['oke'],oke
1,Sulit login melalui HP berkali kali,sulit login melalui hp berkali kali,sulit login hp berkali kali,"['sulit', 'login', 'hp', 'berkali', 'kali']",sulit login hp kali kali
2,Ada yang bisa bantu kasih tau contact center jobstreet? Email saya tiba2 gak bisa masuk!,ada yang bisa bantu kasih tau contact center jobstreet email saya tiba2 gak bisa masuk,bantu kasih tau contact center jobstreet email tiba2 gak masuk,"['bantu', 'kasih', 'tau', 'contact', 'center', 'jobstreet', 'email', 'tiba2', 'gak', 'masuk']",bantu kasih tau contact center jobstreet email tiba2 gak masuk
1,Aplikasi Cari kerja tpi diminta uang duluan,aplikasi cari kerja tpi diminta uang duluan,aplikasi cari kerja tpi uang duluan,"['aplikasi', 'cari', 'kerja', 'tpi', 'uang', 'duluan']",aplikasi cari kerja tpi uang duluan
5,"Kemarin kerja masuk dari joobstreet, tapi aku udah habis kontrak. Semoga dapet lagi yaaa abis ini",kemarin kerja masuk dari joobstreet tapi aku udah habis kontrak semoga dapet lagi yaaa abis ini,kemarin kerja masuk joobstreet udah habis kontrak semoga dapet yaaa abis,"['kemarin', 'kerja', 'masuk', 'joobstreet', 'udah', 'habis', 'kontrak', 'semoga', 'dapet', 'yaaa', 'abis']",kemarin kerja masuk joobstreet udah habis kontrak moga dapet yaaa abis
1,G terkenal di indo,g terkenal di indo,g terkenal indo,"['g', 'terkenal', 'indo']",g kenal indo
2,2 tahun sebagai PKWT Head Security PT Bakrie sumbar di sungai aur,2 tahun sebagai pkwt head security pt bakrie sumbar di sungai aur,2 pkwt head security pt bakrie sumbar sungai aur,"['2', 'pkwt', 'head', 'security', 'pt', 'bakrie', 'sumbar', 'sungai', 'aur']",2 pkwt head security pt bakrie sumbar sungai aur
2,Ke logout terus,ke logout terus,logout,['logout'],logout
1,Kenapa setelah di update malah ga bisa login? Cacat nih aplikasi sejak di pegang Seek,kenapa setelah di update malah ga bisa login cacat nih aplikasi sejak di pegang seek,update ga login cacat nih aplikasi pegang seek,"['update', 'ga', 'login', 'cacat', 'nih', 'aplikasi', 'pegang', 'seek']",update ga login cacat nih aplikasi pegang seek
2,"Saya tidak bisa login, kenapa ya sedikit kecewa",saya tidak bisa login kenapa ya sedikit kecewa,login ya kecewa,"['login', 'ya', 'kecewa']",login ya kecewa
1,"Sering banget di hubungin lewat wa. Pdhal ga prnah apply juga ke perusahaan tsb. Padahal udah di apus akun nya juga, tapi masih aja di wa, GANGGU! Mohon tingkatkan lagi keamanan nya. Makasih",sering banget di hubungin lewat wa pdhal ga prnah apply juga ke perusahaan tsb padahal udah di apus akun nya juga tapi masih aja di wa ganggu mohon tingkatkan lagi keamanan nya makasih,banget hubungin wa pdhal ga prnah apply perusahaan tsb udah apus akun nya aja wa ganggu mohon tingkatkan keamanan nya makasih,"['banget', 'hubungin', 'wa', 'pdhal', 'ga', 'prnah', 'apply', 'perusahaan', 'tsb', 'udah', 'apus', 'akun', 'nya', 'aja', 'wa', 'ganggu', 'mohon', 'tingkatkan', 'keamanan', 'nya', 'makasih']",banget hubungin wa pdhal ga prnah apply usaha tsb udah apus akun nya aja wa ganggu mohon tingkat aman nya makasih
1,susah banget untuk log.in . . Applikasi Ribet .,susah banget untuk login   applikasi ribet ,susah banget login applikasi ribet,"['susah', 'banget', 'login', 'applikasi', 'ribet']",susah banget login applikasi ribet
1,Semua lamaran kadaluwarsa Gak ada 1 pun panggilan,semua lamaran kadaluwarsa gak ada 1 pun panggilan,lamaran kadaluwarsa gak 1 panggilan,"['lamaran', 'kadaluwarsa', 'gak', '1', 'panggilan']",lamar kadaluwarsa gak 1 panggil
1,Keluar sendiri dan tidak bisa log in lagi,keluar sendiri dan tidak bisa log in lagi,log in,"['log', 'in']",log in
1,kenapa aplikasi jobstreet saya pas mau login gabisa masuk tolong diperbaiki lagi min terimakasih.,kenapa aplikasi jobstreet saya pas mau login gabisa masuk tolong diperbaiki lagi min terimakasih,aplikasi jobstreet pas login gabisa masuk tolong diperbaiki min terimakasih,"['aplikasi', 'jobstreet', 'pas', 'login', 'gabisa', 'masuk', 'tolong', 'diperbaiki', 'min', 'terimakasih']",aplikasi jobstreet pas login gabisa masuk tolong baik min terimakasih
1,Niat cari kerja malah jadi banyak spam ke nomber WA nomber pribadi bocor bisa di akses oleh orang yang tidak tau diri !!!!!!,niat cari kerja malah jadi banyak spam ke nomber wa nomber pribadi bocor bisa di akses oleh orang yang tidak tau diri ,niat cari kerja spam nomber wa nomber pribadi bocor akses orang tau,"['niat', 'cari', 'kerja', 'spam', 'nomber', 'wa', 'nomber', 'pribadi', 'bocor', 'akses', 'orang', 'tau']",niat cari kerja spam nomber wa nomber pribadi bocor akses orang tau
3,Maaf punya saya kok tidak bisa login ya,maaf punya saya kok tidak bisa login ya,maaf login ya,"['maaf', 'login', 'ya']",maaf login ya
1,Aplikasi bug,aplikasi bug,aplikasi bug,"['aplikasi', 'bug']",aplikasi bug
2,Kenapa saya mau login lagi malah gk bisa masuk? Ditunggui berjam jam sama aja?,kenapa saya mau login lagi malah gk bisa masuk ditunggui berjam jam sama aja,login gk masuk ditunggui berjam jam aja,"['login', 'gk', 'masuk', 'ditunggui', 'berjam', 'jam', 'aja']",login gk masuk tunggu jam jam aja
1,"Sering log out dan tidak bisa login kembali padahal semua email sama sandi sudah oke, seperti ketahan bahkan sampai beberapa jam dan ujung ujungnya pasti log out kembali. Parahhhh.",sering log out dan tidak bisa login kembali padahal semua email sama sandi sudah oke seperti ketahan bahkan sampai beberapa jam dan ujung ujungnya pasti log out kembali parahhhh,log out login email sandi oke ketahan jam ujung ujungnya log out parahhhh,"['log', 'out', 'login', 'email', 'sandi', 'oke', 'ketahan', 'jam', 'ujung', 'ujungnya', 'log', 'out', 'parahhhh']",log out login email sandi oke tahan jam ujung ujung log out parahhhh
1,"aplikasi sampah ga guna ga ada manfaat spam doang di gmail, banyak penipuanya",aplikasi sampah ga guna ga ada manfaat spam doang di gmail banyak penipuanya,aplikasi sampah ga ga manfaat spam doang gmail penipuanya,"['aplikasi', 'sampah', 'ga', 'ga', 'manfaat', 'spam', 'doang', 'gmail', 'penipuanya']",aplikasi sampah ga ga manfaat spam doang gmail penipuanya
3,Kadang logout sendiri,kadang logout sendiri,kadang logout,"['kadang', 'logout']",kadang logout
1,Still lag and many bug,still lag and many bug,still lag and many bug,"['still', 'lag', 'and', 'many', 'bug']",still lag and many bug
1,Gk bisa sign ini,gk bisa sign ini,gk sign,"['gk', 'sign']",gk sign
4,"kenapa aplikasi jobstreet saya tidak bisa di buka, paswaord dan email udh benar",kenapa aplikasi jobstreet saya tidak bisa di buka paswaord dan email udh benar,aplikasi jobstreet buka paswaord email udh,"['aplikasi', 'jobstreet', 'buka', 'paswaord', 'email', 'udh']",aplikasi jobstreet buka paswaord email udh
2,Lemot banget. Padahal jaringan sinyal bagus. Tapi loading terus,lemot banget padahal jaringan sinyal bagus tapi loading terus,lemot banget jaringan sinyal bagus loading,"['lemot', 'banget', 'jaringan', 'sinyal', 'bagus', 'loading']",lot banget jaring sinyal bagus loading
5,Cari kerja lebih mudah,cari kerja lebih mudah,cari kerja mudah,"['cari', 'kerja', 'mudah']",cari kerja mudah
1,Tolol,tolol,tolol,['tolol'],tolol
2,Setelah di update ko gak bisa masuk ke menu jobstreet. Malah ke websitenya padahal buka di apk nya,setelah di update ko gak bisa masuk ke menu jobstreet malah ke websitenya padahal buka di apk nya,update ko gak masuk menu jobstreet websitenya buka apk nya,"['update', 'ko', 'gak', 'masuk', 'menu', 'jobstreet', 'websitenya', 'buka', 'apk', 'nya']",update ko gak masuk menu jobstreet websitenya buka apk nya
4,Sangat terbantu utk mendapatkan pekerjaan yang sesuai,sangat terbantu utk mendapatkan pekerjaan yang sesuai,terbantu utk pekerjaan sesuai,"['terbantu', 'utk', 'pekerjaan', 'sesuai']",bantu utk kerja sesuai
5,Xxxxxcari makan minum 💸💰🙅 mmmmxaaa Condet Jakarta timur tempat hati maling,xxxxxcari makan minum  mmmmxaaa condet jakarta timur tempat hati maling,xxxxxcari makan minum mmmmxaaa condet jakarta timur hati maling,"['xxxxxcari', 'makan', 'minum', 'mmmmxaaa', 'condet', 'jakarta', 'timur', 'hati', 'maling']",xxxxxcari makan minum mmmmxaaa condet jakarta timur hati maling
1,"Setelah di update kenapa mala tidak bisa login? Padahal sudah punya akun juga,susah untuk login?mohon informasi untuk di jelaskan atau bagaimana saya melaporkan kejadian ini, sehingga bisa di perbaiki dan berfungsi lagi dengan baik,karena dari 2017 sudah senantiasa menggunakan jobstreet lowongan terpercaya dan jitu,mohon bantuannya, trimakasih banyak",setelah di update kenapa mala tidak bisa login padahal sudah punya akun jugasusah untuk loginmohon informasi untuk di jelaskan atau bagaimana saya melaporkan kejadian ini sehingga bisa di perbaiki dan berfungsi lagi dengan baikkarena dari 2017 sudah senantiasa menggunakan jobstreet lowongan terpercaya dan jitumohon bantuannya trimakasih banyak,update mala login akun jugasusah loginmohon informasi melaporkan kejadian perbaiki berfungsi baikkarena 2017 senantiasa jobstreet lowongan terpercaya jitumohon bantuannya trimakasih,"['update', 'mala', 'login', 'akun', 'jugasusah', 'loginmohon', 'informasi', 'melaporkan', 'kejadian', 'perbaiki', 'berfungsi', 'baikkarena', '2017', 'senantiasa', 'jobstreet', 'lowongan', 'terpercaya', 'jitumohon', 'bantuannya', 'trimakasih']",update mala login akun jugasusah loginmohon informasi lapor jadi baik fungsi baikkarena 2017 senantiasa jobstreet lowong percaya jitumohon bantu trimakasih
4,"aplikasinya bagus, cuman akhir akhir ini saya gabisa login ke akun saya",aplikasinya bagus cuman akhir akhir ini saya gabisa login ke akun saya,aplikasinya bagus cuman gabisa login akun,"['aplikasinya', 'bagus', 'cuman', 'gabisa', 'login', 'akun']",aplikasi bagus cuman gabisa login akun
1,"Lagi serius""nya cari kerja aplikasi jobstreet ini malah bermasalah, tiba"" Log out dan pas mau masuk lagi malah gak bisa, udah di update dikosongkan chache nya tapi gak ada hasilnya juga, nihil... padahal selalu ngandelin aplikasi ini karena banyak loker yang bagus dan sesuai dengan saya Tolong di perbaiki lagi aplikasinya semoga bisa dipergunakan seperti biasanya",lagi seriusnya cari kerja aplikasi jobstreet ini malah bermasalah tiba log out dan pas mau masuk lagi malah gak bisa udah di update dikosongkan chache nya tapi gak ada hasilnya juga nihil padahal selalu ngandelin aplikasi ini karena banyak loker yang bagus dan sesuai dengan saya tolong di perbaiki lagi aplikasinya semoga bisa dipergunakan seperti biasanya,seriusnya cari kerja aplikasi jobstreet bermasalah log out pas masuk gak udah update dikosongkan chache nya gak hasilnya nihil ngandelin aplikasi loker bagus sesuai tolong perbaiki aplikasinya semoga,"['seriusnya', 'cari', 'kerja', 'aplikasi', 'jobstreet', 'bermasalah', 'log', 'out', 'pas', 'masuk', 'gak', 'udah', 'update', 'dikosongkan', 'chache', 'nya', 'gak', 'hasilnya', 'nihil', 'ngandelin', 'aplikasi', 'loker', 'bagus', 'sesuai', 'tolong', 'perbaiki', 'aplikasinya', 'semoga']",serius cari kerja aplikasi jobstreet masalah log out pas masuk gak udah update kosong chache nya gak hasil nihil ngandelin aplikasi loker bagus sesuai tolong baik aplikasi moga
3,"Susah bner sih login nya,,ga masuk-masuk ke menu utama",susah bner sih login nyaga masukmasuk ke menu utama,susah bner sih login nyaga masukmasuk menu utama,"['susah', 'bner', 'sih', 'login', 'nyaga', 'masukmasuk', 'menu', 'utama']",susah bner sih login nyaga masukmasuk menu utama
5,Sangat bermanfaat dalam meniti karir,sangat bermanfaat dalam meniti karir,bermanfaat meniti karir,"['bermanfaat', 'meniti', 'karir']",manfaat titi karir
1,kurang tahu cara pemakaian nya gimana gak ngerti gimana cara nya?😣,kurang tahu cara pemakaian nya gimana gak ngerti gimana cara nya,pemakaian nya gimana gak ngerti gimana nya,"['pemakaian', 'nya', 'gimana', 'gak', 'ngerti', 'gimana', 'nya']",pakai nya gimana gak ngerti gimana nya
1,"Dr awal buat akun aja udh bermasalah, pdhal saya udh bolak balik sampe masukin beberapa email utk daftar, dih. Lagian pas baca komen2 disana juga pda gimana ya hahaha skip lah mending ke aok sebelah",dr awal buat akun aja udh bermasalah pdhal saya udh bolak balik sampe masukin beberapa email utk daftar dih lagian pas baca komen2 disana juga pda gimana ya hahaha skip lah mending ke aok sebelah,dr akun aja udh bermasalah pdhal udh bolak sampe masukin email utk daftar dih pas baca komen2 disana pda gimana ya hahaha skip mending aok sebelah,"['dr', 'akun', 'aja', 'udh', 'bermasalah', 'pdhal', 'udh', 'bolak', 'sampe', 'masukin', 'email', 'utk', 'daftar', 'dih', 'pas', 'baca', 'komen2', 'disana', 'pda', 'gimana', 'ya', 'hahaha', 'skip', 'mending', 'aok', 'sebelah']",dr akun aja udh masalah pdhal udh bolak sampe masukin email utk daftar dih pas baca komen2 sana pda gimana ya hahaha skip mending aok belah
5,I like,i like,i like,"['i', 'like']",i like
1,Udah login ga bisa langkah selanjutnya di tap tap jg ga bisa,udah login ga bisa langkah selanjutnya di tap tap jg ga bisa,udah login ga langkah tap tap jg ga,"['udah', 'login', 'ga', 'langkah', 'tap', 'tap', 'jg', 'ga']",udah login ga langkah tap tap jg ga
3,"Lola banget ya aplikasi nya, lama bgt my apply aja 😤",lola banget ya aplikasi nya lama bgt my apply aja ,lola banget ya aplikasi nya bgt my apply aja,"['lola', 'banget', 'ya', 'aplikasi', 'nya', 'bgt', 'my', 'apply', 'aja']",lola banget ya aplikasi nya bgt my apply aja
1,"knp apl saya tiba"" keluar dan tak bisa masuk lgi,,, udah seminggu lebih kyk gini,,,,tolong info nya,,",knp apl saya tiba keluar dan tak bisa masuk lgi udah seminggu lebih kyk ginitolong info nya,knp apl masuk lgi udah seminggu kyk ginitolong info nya,"['knp', 'apl', 'masuk', 'lgi', 'udah', 'seminggu', 'kyk', 'ginitolong', 'info', 'nya']",knp apl masuk lgi udah minggu kyk ginitolong info nya
5,Good,good,good,['good'],good
1,Ini kenapa pas update jadi gk bisa login.. tolong perbaiki donk min,ini kenapa pas update jadi gk bisa login tolong perbaiki donk min,pas update gk login tolong perbaiki donk min,"['pas', 'update', 'gk', 'login', 'tolong', 'perbaiki', 'donk', 'min']",pas update gk login tolong baik donk min
2,Kenapa skrg setelah di update malah auto log out mohon untuk di perbaiki lagi,kenapa skrg setelah di update malah auto log out mohon untuk di perbaiki lagi,skrg update auto log out mohon perbaiki,"['skrg', 'update', 'auto', 'log', 'out', 'mohon', 'perbaiki']",skrg update auto log out mohon baik
1,Di perbarui malah ga guna. Bukannya bagus malah ga bisa login,di perbarui malah ga guna bukannya bagus malah ga bisa login,perbarui ga bagus ga login,"['perbarui', 'ga', 'bagus', 'ga', 'login']",baru ga bagus ga login
5,Sangat membantu utk para pencari kerja,sangat membantu utk para pencari kerja,membantu utk pencari kerja,"['membantu', 'utk', 'pencari', 'kerja']",bantu utk cari kerja
4,"Saya punya kendala, kenapa app ini tidak beroperasi di HP saya. Padahal saya sudah regristrasi. Tetap aja tidak Bisa masuk, why?",saya punya kendala kenapa app ini tidak beroperasi di hp saya padahal saya sudah regristrasi tetap aja tidak bisa masuk why,kendala app beroperasi hp regristrasi aja masuk why,"['kendala', 'app', 'beroperasi', 'hp', 'regristrasi', 'aja', 'masuk', 'why']",kendala app operasi hp regristrasi aja masuk why
3,"Tolong min, ini akun saya tiba tiba keluar. Setelah mau masuk lagi itu stuck loading. Tolong diperbaiki, terima kasih.🙏",tolong min ini akun saya tiba tiba keluar setelah mau masuk lagi itu stuck loading tolong diperbaiki terima kasih,tolong min akun masuk stuck loading tolong diperbaiki terima kasih,"['tolong', 'min', 'akun', 'masuk', 'stuck', 'loading', 'tolong', 'diperbaiki', 'terima', 'kasih']",tolong min akun masuk stuck loading tolong baik terima kasih
4,Saya kenapa gak bisa buka ini,saya kenapa gak bisa buka ini,gak buka,"['gak', 'buka']",gak buka
3,Sekarang akun profile suka keluar sendiri pas mau loginnya susah lama,sekarang akun profile suka keluar sendiri pas mau loginnya susah lama,akun profile suka pas loginnya susah,"['akun', 'profile', 'suka', 'pas', 'loginnya', 'susah']",akun profile suka pas loginnya susah
5,bagus tp bug,bagus tp bug,bagus tp bug,"['bagus', 'tp', 'bug']",bagus tp bug
1,Aplikasi cacat,aplikasi cacat,aplikasi cacat,"['aplikasi', 'cacat']",aplikasi cacat
1,Setelah update jdi ga bisa login aneh,setelah update jdi ga bisa login aneh,update jdi ga login aneh,"['update', 'jdi', 'ga', 'login', 'aneh']",update jdi ga login aneh
2,Ga bisa login,ga bisa login,ga login,"['ga', 'login']",ga login
5,Sangat membantu dalam mencari lowongan yg sesuai dengan latar belakang prngalaman,sangat membantu dalam mencari lowongan yg sesuai dengan latar belakang prngalaman,membantu mencari lowongan yg sesuai latar prngalaman,"['membantu', 'mencari', 'lowongan', 'yg', 'sesuai', 'latar', 'prngalaman']",bantu cari lowong yg sesuai latar prngalaman
1,"Tutup aja aplikasinya kalo gini terus. Diupdate bukannya bikin tambah mudah malah makin nyusahin pengguna. Apply gabisa, tiap buka kudu log in dulu. Tutup aja biar perusahaan-perusahaan sharing loker lewat aplikasi sebelah yg lebih mudah. Heran",tutup aja aplikasinya kalo gini terus diupdate bukannya bikin tambah mudah malah makin nyusahin pengguna apply gabisa tiap buka kudu log in dulu tutup aja biar perusahaanperusahaan sharing loker lewat aplikasi sebelah yg lebih mudah heran,tutup aja aplikasinya kalo gini diupdate bikin mudah nyusahin pengguna apply gabisa buka kudu log in tutup aja biar perusahaanperusahaan sharing loker aplikasi sebelah yg mudah heran,"['tutup', 'aja', 'aplikasinya', 'kalo', 'gini', 'diupdate', 'bikin', 'mudah', 'nyusahin', 'pengguna', 'apply', 'gabisa', 'buka', 'kudu', 'log', 'in', 'tutup', 'aja', 'biar', 'perusahaanperusahaan', 'sharing', 'loker', 'aplikasi', 'sebelah', 'yg', 'mudah', 'heran']",tutup aja aplikasi kalo gin diupdate bikin mudah nyusahin guna apply gabisa buka kudu log in tutup aja biar perusahaanperusahaan sharing loker aplikasi belah yg mudah heran
1,Tidak bisa login! Berkali kali coba tetap saja hasilnya nihil. Mohon diperbaiki lagi. Saya kecewa!,tidak bisa login berkali kali coba tetap saja hasilnya nihil mohon diperbaiki lagi saya kecewa,login berkali kali coba hasilnya nihil mohon diperbaiki kecewa,"['login', 'berkali', 'kali', 'coba', 'hasilnya', 'nihil', 'mohon', 'diperbaiki', 'kecewa']",login kali kali coba hasil nihil mohon baik kecewa
1,Apaan udah daftar email masih gk bisa masuk kocak bet!!,apaan udah daftar email masih gk bisa masuk kocak bet,udah daftar email gk masuk kocak bet,"['udah', 'daftar', 'email', 'gk', 'masuk', 'kocak', 'bet']",udah daftar email gk masuk kocak bet
1,sekarang masuk akun dipersulit,sekarang masuk akun dipersulit,masuk akun dipersulit,"['masuk', 'akun', 'dipersulit']",masuk akun sulit
5,Mencari kerja,mencari kerja,mencari kerja,"['mencari', 'kerja']",cari kerja
1,"Cannot login on android 15, HyperOS 2",cannot login on android 15 hyperos 2,cannot login on android 15 hyperos 2,"['can', 'not', 'login', 'on', 'android', '15', 'hyperos', '2']",can not login on android 15 hyperos 2
1,"Dr awal make ini ga pernah tuh ada loker yg tembus buat panggilan tes, tp kalo dr email dan web perusahaan masuk. Sebenernya masukin lokernya beneran ga si?🙄",dr awal make ini ga pernah tuh ada loker yg tembus buat panggilan tes tp kalo dr email dan web perusahaan masuk sebenernya masukin lokernya beneran ga si,dr make ga tuh loker yg tembus panggilan tes tp kalo dr email web perusahaan masuk sebenernya masukin lokernya beneran ga si,"['dr', 'make', 'ga', 'tuh', 'loker', 'yg', 'tembus', 'panggilan', 'tes', 'tp', 'kalo', 'dr', 'email', 'web', 'perusahaan', 'masuk', 'sebenernya', 'masukin', 'lokernya', 'beneran', 'ga', 'si']",dr make ga tuh loker yg tembus panggil tes tp kalo dr email web usaha masuk sebenernya masukin lokernya beneran ga si
1,"Stelah diupdate, sekarang udah masukin email dan password benar gak mau login,udah berulang kali diminta login email dan pasword trus,,jsutru skrang sulit sekali bukan memleemudah🙏 mohon perbaikannya min karena sebenarnya sangat membantu🙏",stelah diupdate sekarang udah masukin email dan password benar gak mau loginudah berulang kali diminta login email dan pasword trusjsutru skrang sulit sekali bukan memleemudah mohon perbaikannya min karena sebenarnya sangat membantu,stelah diupdate udah masukin email password gak loginudah berulang kali login email pasword trusjsutru skrang sulit memleemudah mohon perbaikannya min membantu,"['stelah', 'diupdate', 'udah', 'masukin', 'email', 'password', 'gak', 'loginudah', 'berulang', 'kali', 'login', 'email', 'pasword', 'trusjsutru', 'skrang', 'sulit', 'memleemudah', 'mohon', 'perbaikannya', 'min', 'membantu']",stelah diupdate udah masukin email password gak loginudah ulang kali login email pasword trusjsutru skrang sulit memleemudah mohon baik min bantu
1,"Jobstreet ini kenapa ya, saya tidak bisa login terus ke akun saya?",jobstreet ini kenapa ya saya tidak bisa login terus ke akun saya,jobstreet ya login akun,"['jobstreet', 'ya', 'login', 'akun']",jobstreet ya login akun
3,Kok aplikasinya eror ngk bisa login sama sekali,kok aplikasinya eror ngk bisa login sama sekali,aplikasinya eror ngk login,"['aplikasinya', 'eror', 'ngk', 'login']",aplikasi eror ngk login
2,"Tidak pernah mendapatkan panggilan kerja dari jobstreet,padahal sudah menggunakan lebih dari 10 tahun, interview aja gak pernah",tidak pernah mendapatkan panggilan kerja dari jobstreetpadahal sudah menggunakan lebih dari 10 tahun interview aja gak pernah,panggilan kerja jobstreetpadahal 10 interview aja gak,"['panggilan', 'kerja', 'jobstreetpadahal', '10', 'interview', 'aja', 'gak']",panggil kerja jobstreetpadahal 10 interview aja gak
1,Kenapa ya padahal udh daftar terus udah ke daftar masa suruh login terus,kenapa ya padahal udh daftar terus udah ke daftar masa suruh login terus,ya udh daftar udah daftar suruh login,"['ya', 'udh', 'daftar', 'udah', 'daftar', 'suruh', 'login']",ya udh daftar udah daftar suruh login
2,Susah banget bikin akun aplikasi ini loading mulu,susah banget bikin akun aplikasi ini loading mulu,susah banget bikin akun aplikasi loading mulu,"['susah', 'banget', 'bikin', 'akun', 'aplikasi', 'loading', 'mulu']",susah banget bikin akun aplikasi loading mulu
